,rmse_out_mean,rmse_out_std,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
0,45.72138471679792,89.7241407743752,79.34059616340795,81.57847898985403,77.8868641780265,67.67692576068822,55.45343102193185,33.37327817463228,16.937430837900788,14.686423903372832,11.451595282776148,20.015474046038918,30.67138604356003,59.584732199385414
1,64.72772965207284,126.50320191986123,114.92334740309813,114.83492215644644,112.68290762843282,93.85826054923355,83.26978453105188,48.363280634159686,29.151130669932815,21.231618576032915,13.3489991417667,19.500757566907055,44.5767619049841,80.99098506282796
2,77.70638953530944,149.5687607777776,132.65385404149322,144.41083648535118,129.42880054516425,117.42313577563246,101.6593076359667,63.30410465177186,37.34682479713977,26.09128248917546,15.427808417795074,21.674927401230484,50.337244198582944,92.71854798440991
3,86.24615986492415,163.97442266060284,143.4087948706656,162.7848118558216,148.90580450721598,132.3691750470736,109.65055591880977,74.56725311455041,42.8765368537758,30.73970105484958,17.78557689859731,22.97625720420626,50.75201993418703,98.1374311193368
4,94.22643410407538,174.00000681987976,154.08779179674454,181.7691351797512,164.72211177916014,145.01350793316135,124.03396764332011,77.73278111625208,47.74147265614177,34.18375605445661,20.723173326373715,22.948075617639567,55.28426882110472,102.47716732479843
5,101.10073514456657,181.57319979359076,162.53690410036253,197.9688745112531,173.63634340278173,160.3039658406061,134.5175465475725,82.51022274861279,51.77076027597837,37.09376259911477,24.023203019414325,24.425338597215877,59.959130806747694,104.46276928513934
